Guid,AccountId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsEscalated,Comments
261ac18a-7b96-43e0-b1bb-1bd12c6aa866,4233ce2f-cc3c-42d1-9548-9aba2ef045b8,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
3e5e8ff7-66f1-4970-8740-6d6640432d41,d2083238-d351-4596-a0b2-1ae5e0e8e412,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
1990d989-d989-4bc1-8485-31ac2e64b929,37a48864-056a-4181-84b9-1c220a4f6912,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
49cdd058-c977-4e07-95ae-f5c745b664a9,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
ef15fae4-19fb-4a1f-94af-b8c47bfebd20,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
451a7acd-c426-419b-b283-cf02129823d5,cee475b0-56b6-4f2b-be7b-7d8763f63226,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
45c00437-1b89-4aa9-9f4e-38219213bf88,222383ca-245c-4e2d-8409-ccedefcc63ff,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
1d011c43-959f-4ed8-8607-be8826c349fd,be06da5e-254a-4f32-949b-4378ea3a774d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
fe00def4-3935-4405-9000-7b6b2a618594,94109c96-c38a-4c09-aac4-d3fb8778b335,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
a4825a9d-1820-4ee8-b71e-358c3ec2b217,1303adb4-87fc-47ff-93de-6d489aa30988,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
7ffadfbd-b8f6-4e65-b0b7-e77e04210cd7,4233ce2f-cc3c-42d1-9548-9aba2ef045b8,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
c02efb0f-e8fa-4ee2-aa2c-d6dc82105ef5,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
3a1f16db-079e-40d9-974e-88f282788c41,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
0b00b9d1-0c18-4b26-8bdb-cea0ee3b4fcb,0447e566-cb88-4210-808d-819647a6e46f,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
d87db3b7-35f7-40d9-99d6-e30ae9491a43,82349597-86d3-4055-b4de-1f2c1354cafa,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
198de27f-4012-43e0-b0de-ef03df20b7b7,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
267e2234-31cf-41c6-a519-b6a8899eb0bd,6aadbb54-a0c9-4223-8fe0-b7ae8297d947,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
12680478-41fb-448c-8842-bb1216a74c9b,466ba7d2-0642-496f-9327-e4ad8314b216,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
4f3e1082-dbf1-4cf4-8294-4a8e7833b28f,04081f77-3fd2-492c-b97d-70ec1649a5bb,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
e6ee217d-0ede-4f7e-b442-62d0953ff629,df4db55a-57b8-4afc-a7b4-2358d7456367,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
1d687f7a-59ff-4be5-866c-d1e4b1c5fd51,8d6761e7-7b1c-4870-9003-a3a781797b57,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
7462576e-8feb-4627-8b62-6a0e935eb78d,b149eeff-2bcf-4220-8515-dbd19da9a8ef,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
3ce30ab2-9685-4521-b9be-a4d0f7aec62e,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
4fb8d857-8ac3-493e-93c4-79388ea7d207,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Question,Escalated,New problem,#N/A,Updated installation guide for Inventory Management Suite,Medium,Could you please send us the new installation guide for the Inventory Management Suite?,false,#N/A
14d3c3b1-3ef0-4a2a-8b32-2098fa7200a4,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
d52cb341-6664-45a8-b509-20c138078a58,d9e79863-e6a3-48c7-ab78-42d550399e9a,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
5c575b07-df21-448d-a48e-80ccbb6c13a1,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
48bf3ac1-ea02-40ae-8c23-98770ef2d80e,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
44a40eff-3256-4386-a5b3-809d1feb1158,be06da5e-254a-4f32-949b-4378ea3a774d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
3cc475b1-d218-408c-9725-9f343b248299,ca1b8828-a1af-4fe3-adb2-5727f2bad4b2,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
5aa0b515-26e0-43cd-b2bd-5928fbd459eb,1303adb4-87fc-47ff-93de-6d489aa30988,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
e704aaf1-8282-4d6e-aec1-39d1c2a9aaa1,a25e7c5a-d566-4bcc-b900-1523563c50dd,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
1cd1b6f8-0eb5-48f3-97d6-05eb69f0aa75,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,Existing problem,#N/A,Additional license on renewal.,Medium,#N/A,false,#N/A
1c3d5466-b9ce-4c1a-9130-4b7f0406c63b,f89f53da-dd4d-4a62-90a5-a3621d3a2ee3,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
c3d5e9a7-7afb-4278-9887-28f385dcb9f7,f9640b58-a44d-4e35-9591-543ddaa6ca4e,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
814a922b-b7f1-46e6-bdeb-7f12706eb8df,04d3de75-945d-439c-8b37-04783fd2a292,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
59f7067f-c6d0-4b20-9af8-f89ef7a9d229,1dd04607-7227-46ae-a213-20bea352a0b8,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
b3d1814d-35ab-4358-b136-26c6d8d3b3f3,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
8759da8b-53eb-464a-bde4-b92a3f499ff2,d867db18-5043-4bfa-8ac8-1b8c48cd4ee5,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
b206264f-b8d4-4cca-9729-323ceefc82de,32a4a133-82f6-43f4-9421-59474b4e1357,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
e37e63bf-6acf-45cb-83d5-7c087fa44d1b,99b94241-300a-4332-8571-761e04bb049a,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
1df43a08-f9da-4359-b40e-43af19387c87,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
28a8c890-a9ae-458e-b624-60adc2f54cbf,d5154e81-89a1-4a3b-a970-4a60245f5132,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
3ec9b4b4-77a5-48ec-ba8f-2f2f6a8fcb63,7d61a834-587a-449b-ac0a-71b5202e130f,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,#N/A,No reports show when running Mail Merge,Medium,User Needs Help,false,#N/A
b556f080-8e48-41a2-80af-f2a957fe7932,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
890ffa25-5577-42d9-b2bc-83c93a988591,d5154e81-89a1-4a3b-a970-4a60245f5132,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
fc26198d-cf45-4b95-9206-5f8add4dc19f,02fbb698-e655-4f56-8006-d0a1c122ed05,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
63dad057-1b8c-4cbd-bfa6-162c19a5300c,fc4aab1e-cf42-49f8-b3a4-35f4fdd9fe4f,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
5879a080-9165-4cd6-8898-278160bf76aa,1d517951-1275-4586-b550-b766c77902b3,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
aed86700-e410-4d78-a310-fa773fc3139f,0447e566-cb88-4210-808d-819647a6e46f,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
a276d443-483a-4363-be2f-390b0c2b1a45,ce27869a-03a8-4dc9-90f5-441d03e7d97e,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
be63f1d4-58b1-45b3-b3da-6d46f4593e4a,f0522c69-0b13-4310-b6fd-142c6f0a1e55,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
66683da0-2633-4e40-8db3-83dec3a8e08e,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
0e4c9a35-7f5a-4710-8447-4b759cfd6974,fb580e84-4368-419c-9ecb-3f3330c5b7b2,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,User didn't attend training,#N/A,Error Message,Medium,EMEA Case,false,#N/A
20fee6e4-09a7-4b6b-8b84-a8ecb548039c,b149eeff-2bcf-4220-8515-dbd19da9a8ef,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
551836b7-2ba1-4274-9f5e-c67294d2e94d,b7514256-f9d9-4c0c-8305-6245fe192f18,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
acf0708a-a360-48a5-8279-fb77d1712ed8,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Question,New,Existing problem,#N/A,Increase number of licenses,Medium,User Needs Help,false,#N/A
2d5be941-235d-4165-9c8e-2a3b9198d5eb,8cc6be39-02de-4554-9f76-cb3a8966759a,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
e2505912-0872-4dc7-8274-9a47e6a4e0ed,92a6efd5-7523-4651-a1da-31ad09d6bd88,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
cfc4bb9c-d54b-4d58-b0b1-871024c2fe8b,256da401-4ea1-4b19-9a84-0c9903538d5d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
154c0213-bf82-4668-b4c4-70b41570afe3,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
fc00015b-69fa-44a2-8f12-19b841fdba06,5072ef92-6fcd-4355-af48-36ed83d1667c,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
60c8ad81-817b-457c-8419-cc99ac504f58,4e45048b-93f7-4da8-8d56-79e6609f2b34,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
2c5fded2-74d8-49c0-8e18-ec11b470267f,04081f77-3fd2-492c-b97d-70ec1649a5bb,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
0faf13d8-1f70-4427-ad9b-37180878ef9f,4233ce2f-cc3c-42d1-9548-9aba2ef045b8,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
98ba0255-914f-4def-90d1-fc12fa250816,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
51722d0d-0160-4991-9aba-02fc2bd84f2b,e5fcdd56-47f8-4694-bfa1-12a494ae728e,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
b5d0333d-935b-4f27-90b9-88243affdd7d,15f2efac-4f27-4b5c-a2d0-1c9ab90b9f16,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Is this possible?,Medium,User Needs Help,false,#N/A
f08f41da-c0f5-4756-8b11-cbab9b5a0441,62eb4532-8ff6-4a00-9d2f-5d1f8e132d4d,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
8cefb193-1309-4bee-8f3f-07c10a1ea0a6,bd9c1c3f-936c-42cb-9924-50711e7a8e70,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
2aa4f868-6c56-43b6-a9fb-06bedcc011e2,4c7cf0a9-fbf3-4c18-897b-ba58ed89fa77,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
4911360a-4e87-4d5f-8952-ff05b968a77f,df4db55a-57b8-4afc-a7b4-2358d7456367,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
18b8fa16-b8b8-4d61-9c45-098e387622a6,1303adb4-87fc-47ff-93de-6d489aa30988,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
4632609c-fb0c-449c-a672-929a483676f4,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
b1790234-9527-4820-aa9b-d8f574671f4a,94109c96-c38a-4c09-aac4-d3fb8778b335,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Assistance with Template Manager,Medium,User Needs Help,false,#N/A
a9c88801-6cfa-42e6-a4bf-270fe8d2067a,a65151f8-8260-4533-ad23-d7dae783abd2,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
ddcefe29-ede8-46c1-abc5-376cb1fe38e1,d2083238-d351-4596-a0b2-1ae5e0e8e412,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
1c09fb6a-4f78-4766-9b62-fdac61eab382,6fdce1c7-7996-4480-9f13-befedfdd7710,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
d77413df-444f-4209-95b7-b547aa2fc4a8,f7276ccc-ae0b-4bab-91af-6b353999b47d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
a7a53ea7-ae48-4326-a10f-e21f6744401b,f56ebb78-427e-422f-8087-0e73656bba06,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
b3be8b46-9bc0-418b-a896-65f306f7f9e4,f0522c69-0b13-4310-b6fd-142c6f0a1e55,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
7943a156-e615-4eca-8403-1105dbd0a172,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
6f280b87-d7fb-47ba-8d72-bdf20282be4b,4b7dd7fe-b214-4232-a232-4152511f42a3,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
4caafc3d-885b-467d-8541-499bcb9b5762,4e45048b-93f7-4da8-8d56-79e6609f2b34,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
a0b166d5-08e8-4de5-b571-b0fdc3440671,d7f1abdd-4128-49fd-b758-7e5ad079c7d1,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
5ac4f60c-5121-4d39-9fa0-c41fb1e3dd9f,b7942613-5a8f-44cd-8f87-e3d40a15c74b,#N/A,#N/A,#N/A,#N/A,Problem,Closed,Complex functionality,#N/A,Error when trying to use  Query,Medium,User Needs Help,false,#N/A
0274b193-1674-4107-a338-fb6900516229,f50ce93e-c709-46b3-9646-d93f10cc9e86,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
8eb39893-dbd1-46b5-9abc-6302019dc417,7d61a834-587a-449b-ac0a-71b5202e130f,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
5bde3904-0ad8-4253-8cbc-9453ac222fd0,6a13d0c4-731e-40a8-9679-4c59e1f8bfdd,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
11c23bc9-9b37-4087-a75d-2c710e81911f,e7240d98-ecce-486e-9bdf-d0a0a4dab761,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
e94a464e-c656-4c7d-a0de-eb35a771d42e,0ba3146b-df2e-499e-a5c7-428305fca5a0,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
e830fe06-40b3-4efe-b5ec-2e7b3e5f9306,f50ce93e-c709-46b3-9646-d93f10cc9e86,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
c114c8a2-78dc-4624-b7c3-7ae7ad7e9243,14082410-8bcd-427d-a1bf-d84384b0e013,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
bd2dca16-d821-4b86-a765-3da4414475a0,e0577c6e-7466-47d9-9393-1eecd5db9c30,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
0fa7652d-cb2e-4f65-a38f-10dba6302b55,4a865490-9780-46da-93ed-336f020aa95e,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
b3440f34-3292-4423-871e-6d4e906d159f,d42605d3-8c54-4c1e-bd62-0cdca8e6b5e8,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
ffd5f1ba-a4a0-47c3-b9ed-5c6921e1edcb,e8cc936f-b48f-42c5-be05-df861809c1dd,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
03351724-e27e-49ba-9e43-077a00ed87cd,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
51096339-04d9-4a82-9a6b-6b92fe794a25,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
9110276a-b3d0-466c-ac21-ef1b6567673a,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
ade10d97-0725-4467-9e90-fa1f13a1b01c,256da401-4ea1-4b19-9a84-0c9903538d5d,#N/A,#N/A,#N/A,#N/A,Question,On Hold,Complex functionality,#N/A,How to dynamically select templates?,Medium,EMEA Case,false,#N/A
