Guid,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,Jigsaw,AccountSource,SicDesc,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__CoTerminationEvent__c,SF_Training__c
247d4d00-8349-4eb5-9d77-7dc6025a6940,AMC Entertainment,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,4408,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4b7dd7fe-b214-4232-a232-4152511f42a3,Layo,Customer,#N/A,1030 Delta Blvd,Atlanta,GA,30354-1989,United States,#N/A,#N/A,#N/A,P.O. BOX 20706,Atlanta,GA,30320-6001,US,#N/A,#N/A,#N/A,1.404.715.2600,#N/A,#N/A,Shipping,4.0704E10,#N/A,Taggart Transcontinental is the leader in Shipping in Atlanta,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b04e26a7-1cc1-4369-961d-5572b263185b,Eazzy,Prospect,#N/A,7000 Cardinal Pl,Dublin,OH,43017-1091,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.614.757.5000,#N/A,#N/A,Construction,1.02531E11,#N/A,Sombra Corporation is the leader in Construction in Dublin,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5dcad7c5-bb74-4a6a-bee9-1db457e9e6f6,KFC,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,500,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A
15f2efac-4f27-4b5c-a2d0-1c9ab90b9f16,Skimia,Prospect,#N/A,51 Madison Ave Bsmt 1b,New York,NY,10010-1655,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.576.7000,#N/A,#N/A,Healthcare,1.4139579037E10,#N/A,Athena Theraputics is the leader in Healthcare in New York,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62f2b56b-1f44-41ba-9f99-01514e74088f,Eamia,Customer,#N/A,2/2 Bowns Rd,Kogarah,NSW,2217,Australia,#N/A,#N/A,#N/A,2/2 Bowns Rd,Kogarah,NSW,2217,Australia,#N/A,#N/A,#N/A,(02) 8850 8728,#N/A,#N/A,Communications,5.1403189E8,#N/A,Burleigh and Stronginthearm is the leader in Communications in Kogarah,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1dd04607-7227-46ae-a213-20bea352a0b8,Edgetag,Prospect,#N/A,233 S Wacker Dr,Chicago,IL,60606-7147,United States,#N/A,#N/A,#N/A,29 Noalimba Cr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.872.825.4000,#N/A,#N/A,Retail,3.7864E10,#N/A,Realia Home is the leader in Retail in Chicago,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
032d3141-5528-4981-8fe7-e557c01c6903,IHG Hotels & Resorts,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Hospitality,#N/A,9636,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A
9a7174e1-7076-4faa-a3e8-fa545ac5de65,Agimba,Customer,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,(03) 8664 6673,#N/A,#N/A,Apparel,5.29570951E8,#N/A,Minuteman Cafe is the leader in Apparel in Ballan,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48fbd67f-9f0b-4da3-a117-56a414e3e5fe,Jabbersphere,Customer,#N/A,3333 Beverly Rd,Hoffman Estates,IL,60179-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.847.286.2500,#N/A,#N/A,Communications,2.5146E10,#N/A,SocialScaling is the leader in Communications in Hoffman Estates,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
fb5522c5-87e1-46ea-b43b-8fd75733ce15,Realcube,Customer,#N/A,"Via Nizza, 250",Turin,Turin,#N/A,Italy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.20606185E8,#N/A,TF North is the leader in Healthcare in Turin,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6fdce1c7-7996-4480-9f13-befedfdd7710,Quatz,Prospect,#N/A,2591 Vidon Court,Houston,TX,77228,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,2.1153104E7,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,Dabfeed,Customer,#N/A,300 Chestnut Ridge Road,Bavaria,Munich,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,9.05588171E8,#N/A,SS North is the leader in Healthcare in Bavaria,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49919ef8-6c4b-4343-8a50-86969b0cce4b,Thoughtsphere,Prospect,#N/A,0526 Hauk Plaza,Lafayette,IN,47905,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Energy,9351157.0,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82349597-86d3-4055-b4de-1f2c1354cafa,Zoonoodle,Prospect,#N/A,1 Nationwide Plz,Columbus,OH,43215-2226,United States,#N/A,#N/A,#N/A,P.O. BOX 182171,Columbus,OH,43218-2171,US,#N/A,#N/A,#N/A,1.614.249.7111,#N/A,#N/A,Media,1.5240896511E10,#N/A,Polimarc Inc. is the leader in Media in Columbus,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e8df4641-ced5-4f71-96f5-7c5dcb8fe0b1,Linklinks,Prospect,#N/A,336 Erie Plaza,Pueblo,CO,81005,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,2.4520919E7,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32a4a133-82f6-43f4-9421-59474b4e1357,Pixonyx,Prospect,#N/A,1 State Farm Plz,Bloomington,IL,61710-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.766.2311,#N/A,#N/A,Energy,5.0687142E10,#N/A,Delphi Energy is the leader in Energy in Bloomington,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4b9e1789-4962-4ed4-a016-d026f66566e1,Bluejam,Customer,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 7876 8876,#N/A,#N/A,Food & Beverage,5.73645303E8,#N/A,Globex Corporation is the leader in Food & Beverage in Melbourne,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2b85c1ed-daa3-4b9d-ae1a-ee362a00451c,Sample Account for Entitlements,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ee38f8db-7f57-40e6-b9f4-9dc26bcdf63b,Zoombox,Customer,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 8858 6163,#N/A,#N/A,Machinery,4.77757321E8,#N/A,Corellian Engineering Corporation is the leader in Machinery in Sydney,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5aa47b5f-63aa-42d5-bde2-dfd9bcf3f36e,Omba,Customer,#N/A,5/19-21 Shields St,Redcliffe,QLD,4020,Australia,#N/A,#N/A,#N/A,5/19-21 Shields St,Redcliffe,QLD,4020,Australia,#N/A,#N/A,#N/A,(07) 7859 6584,#N/A,#N/A,Healthcare,2.38658603E8,#N/A,Matt Stecklein Hospital is the leader in Healthcare in Redcliffe,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
